model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
LightGBMLarge_FULL,1.0,,average_precision,4.062828063964844,,695.0413706302643,4.062828063964844,,695.0413706302643,1,True,23
WeightedEnsemble_L2_FULL,1.0,,average_precision,4.103823184967041,,695.8143455982208,0.040995121002197266,,0.772974967956543,2,True,24
LightGBMXT_FULL,0.9996691384802614,,average_precision,0.5809988975524902,,112.07850360870361,0.5809988975524902,,112.07850360870361,1,True,13
RandomForestEntr_FULL,0.9990124220673566,,average_precision,0.38121700286865234,,177.52821135520935,0.38121700286865234,,177.52821135520935,1,True,16
ExtraTreesGini_FULL,0.9949888470741439,,average_precision,0.4031662940979004,,19.72395896911621,0.4031662940979004,,19.72395896911621,1,True,18
ExtraTreesEntr_FULL,0.9933467397420689,,average_precision,0.4132821559906006,,18.994068145751953,0.4132821559906006,,18.994068145751953,1,True,19
LightGBM_FULL,0.990265007326392,,average_precision,0.26600027084350586,,53.90742468833923,0.26600027084350586,,53.90742468833923,1,True,14
RandomForestGini_FULL,0.9809148112100535,,average_precision,0.403395414352417,,148.50650358200073,0.403395414352417,,148.50650358200073,1,True,15
XGBoost_FULL,0.9105549843680503,,average_precision,0.3809974193572998,,24.44835352897644,0.3809974193572998,,24.44835352897644,1,True,21
CatBoost_FULL,0.8944914395433415,,average_precision,0.05883908271789551,,114.9239010810852,0.05883908271789551,,114.9239010810852,1,True,17
NeuralNetTorch_FULL,0.8018569646615367,,average_precision,0.2550010681152344,,18.087021112442017,0.2550010681152344,,18.087021112442017,1,True,22
NeuralNetFastAI_FULL,0.7945377290284532,,average_precision,0.44385790824890137,,28.834240674972534,0.44385790824890137,,28.834240674972534,1,True,20
LightGBMLarge,0.6975701913233123,0.6975701913233123,average_precision,3.4574027061462402,3.018232822418213,707.8029544353485,3.4574027061462402,3.018232822418213,707.8029544353485,1,True,11
WeightedEnsemble_L2,0.6975701913233123,0.6975701913233123,average_precision,3.4704020023345947,3.021365165710449,708.575929403305,0.012999296188354492,0.003132343292236328,0.772974967956543,2,True,12
LightGBMXT,0.6847993929109912,0.6847993929109912,average_precision,0.509016752243042,0.6826798915863037,182.34178400039673,0.509016752243042,0.6826798915863037,182.34178400039673,1,True,1
LightGBM,0.6834890429316747,0.6834890429316747,average_precision,0.2407851219177246,0.3171231746673584,82.97947597503662,0.2407851219177246,0.3171231746673584,82.97947597503662,1,True,2
CatBoost,0.6829040118233097,0.6829040118233097,average_precision,0.05001950263977051,0.08231282234191895,140.4686839580536,0.05001950263977051,0.08231282234191895,140.4686839580536,1,True,5
RandomForestEntr,0.6799428143529542,0.6799428143529542,average_precision,0.33475804328918457,0.24513649940490723,145.21504473686218,0.33475804328918457,0.24513649940490723,145.21504473686218,1,True,4
RandomForestGini,0.6727738874795275,0.6727738874795275,average_precision,0.3462381362915039,0.40305638313293457,132.95933151245117,0.3462381362915039,0.40305638313293457,132.95933151245117,1,True,3
ExtraTreesEntr,0.6586231498897418,0.6586231498897418,average_precision,0.41423797607421875,0.275388240814209,14.838409185409546,0.41423797607421875,0.275388240814209,14.838409185409546,1,True,7
NeuralNetTorch,0.6528644813965313,0.6528644813965313,average_precision,0.23901009559631348,0.22962474822998047,73.65303921699524,0.23901009559631348,0.22962474822998047,73.65303921699524,1,True,10
ExtraTreesGini,0.652670251929562,0.652670251929562,average_precision,0.3810453414916992,0.3196544647216797,15.432628393173218,0.3810453414916992,0.3196544647216797,15.432628393173218,1,True,6
NeuralNetFastAI,0.6469940186552443,0.6469940186552443,average_precision,0.4770371913909912,0.4653737545013428,97.45120978355408,0.4770371913909912,0.4653737545013428,97.45120978355408,1,True,8
XGBoost,0.628132598575114,0.628132598575114,average_precision,0.3559999465942383,0.5339982509613037,38.91135311126709,0.3559999465942383,0.5339982509613037,38.91135311126709,1,True,9
