,importance,stddev,p_value,n,p99_high,p99_low
roll_min_5y_earn_yld,0.0007632091597830293,0.00012071530729573968,7.266195096398426e-05,5,0.001011763645967813,0.0005146546735982456
roll_min_5y_accruals_ratio,0.0007609326680709794,7.48232002839486e-05,1.1075496100029448e-05,5,0.0009149946716221593,0.0006068706645197995
roll_max_3y_accruals_ratio,0.0007549757859197425,4.739840201344799e-05,1.8544923029566621e-06,5,0.0008525697507809675,0.0006573818210585176
trough_rise_net_debt_ebitda,0.0007446801447328344,2.2720347130842604e-05,1.0385398352940679e-07,5,0.0007914616535038087,0.0006978986359618601
roll_min_3y_accruals_ratio,0.0007439551175684623,0.00010350492067221822,4.382400063700999e-05,5,0.0009570731798225934,0.0005308370553143312
interact_lev_rate,0.0007330924802486649,8.895322671249384e-05,2.551027178810236e-05,5,0.0009162484035139391,0.0005499365569833907
roll_max_3y_gross_margin,0.000732099262323338,0.0001580070016395821,0.00024496470206980845,5,0.001057437862588084,0.000406760662058592
expmean_invest_st_ratio,0.000729499680156831,0.00010647656145454987,5.294931454887689e-05,5,0.0009487363918542234,0.0005102629684594387
peak_drop_log_emp,0.0007226472298811348,9.730998713455955e-05,3.851925999146671e-05,5,0.000923009838358146,0.0005222846214041237
mom_6m,0.0007204298392188057,0.00017853477232901226,0.0004177871084853165,5,0.001088035403057031,0.00035282427538058054
roll_sd_3y_net_debt_ebitda,0.0007203465027524781,0.00010637267666781307,5.5438713580169644e-05,5,0.000939369314238139,0.0005013236912668171
expvol_altman_z4,0.000718149537883428,7.737369467477924e-05,1.5922199557078325e-05,5,0.0008774630446369068,0.0005588360311299492
roll_trend_3y_interest_cov,0.0007079377263759401,7.091178319159324e-05,1.1920293804477305e-05,5,0.000853946068072431,0.0005619293846794493
expvol_rd_intensity,0.0007047672682132244,9.918937118531603e-05,4.586433824026493e-05,5,0.0009089995544265912,0.0005005349819998577
expvol_cash_pct_act,0.0007004478695414651,9.52211251288575e-05,3.999308950103759e-05,5,0.0008965094822775946,0.0005043862568053356
acct_mom_leverage,0.0007002362163043951,9.601501386914397e-05,4.1376158691661244e-05,5,0.0008979324569294829,0.0005025399756793073
roll_min_3y_interest_cov,0.0006993079356360399,5.776438116674674e-05,5.536142026241549e-06,5,0.0008182455948469647,0.0005803702764251152
roll_mean_5y_gross_margin,0.0006974250966743645,0.00011929465767759698,9.883707768260997e-05,5,0.000943054445659928,0.0004517957476888009
