model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
CatBoost_FULL,0.9939177482552382,,average_precision,0.07656431198120117,,186.36646962165833,0.07656431198120117,,186.36646962165833,1,True,17
RandomForestEntr_FULL,0.9929106628010641,,average_precision,0.20691800117492676,,37.03162908554077,0.20691800117492676,,37.03162908554077,1,True,16
RandomForestGini_FULL,0.9868556934609063,,average_precision,0.1996626853942871,,29.580060720443726,0.1996626853942871,,29.580060720443726,1,True,15
ExtraTreesGini_FULL,0.9867643674063705,,average_precision,0.23974394798278809,,5.3346333503723145,0.23974394798278809,,5.3346333503723145,1,True,18
ExtraTreesEntr_FULL,0.9848242552302816,,average_precision,0.32753992080688477,,5.297175407409668,0.32753992080688477,,5.297175407409668,1,True,19
XGBoost_FULL,0.9816783119235482,,average_precision,0.2716343402862549,,24.361310720443726,0.2716343402862549,,24.361310720443726,1,True,21
WeightedEnsemble_L2_FULL,0.9748632226329388,,average_precision,0.27091479301452637,,230.52636814117432,0.0032088756561279297,,0.7260525226593018,2,True,24
LightGBM_FULL,0.9653364906543174,,average_precision,0.07343888282775879,,15.248991966247559,0.07343888282775879,,15.248991966247559,1,True,14
LightGBMXT_FULL,0.9434233464556802,,average_precision,0.08052968978881836,,16.913882970809937,0.08052968978881836,,16.913882970809937,1,True,13
LightGBMLarge_FULL,0.9215513785658114,,average_precision,0.03717303276062012,,11.270971059799194,0.03717303276062012,,11.270971059799194,1,True,23
NeuralNetTorch_FULL,0.725326243585423,,average_precision,0.17070317268371582,,20.170145273208618,0.17070317268371582,,20.170145273208618,1,True,22
NeuralNetFastAI_FULL,0.6746317346959443,,average_precision,0.28542256355285645,,15.69169807434082,0.28542256355285645,,15.69169807434082,1,True,20
WeightedEnsemble_L2,0.568619279228973,0.568619279228973,average_precision,0.2762472629547119,0.2436366081237793,282.06306076049805,0.0031495094299316406,0.003163576126098633,0.7260525226593018,2,True,12
LightGBMLarge,0.5549261411275329,0.5549261411275329,average_precision,0.043532609939575195,0.05171346664428711,13.670467376708984,0.043532609939575195,0.05171346664428711,13.670467376708984,1,True,11
LightGBMXT,0.5522162496783605,0.5522162496783605,average_precision,0.08669161796569824,0.0706634521484375,20.687161207199097,0.08669161796569824,0.0706634521484375,20.687161207199097,1,True,1
LightGBM,0.5479241638974304,0.5479241638974304,average_precision,0.05542564392089844,0.05904388427734375,17.470295190811157,0.05542564392089844,0.05904388427734375,17.470295190811157,1,True,2
CatBoost,0.5466172603369193,0.5466172603369193,average_precision,0.0874478816986084,0.059052228927612305,229.5090844631195,0.0874478816986084,0.059052228927612305,229.5090844631195,1,True,5
RandomForestEntr,0.5259978231913763,0.5259978231913763,average_precision,0.22926974296569824,0.16784119606018066,28.171529531478882,0.22926974296569824,0.16784119606018066,28.171529531478882,1,True,4
RandomForestGini,0.5243681181453095,0.5243681181453095,average_precision,0.18980097770690918,0.19330263137817383,23.36714506149292,0.18980097770690918,0.19330263137817383,23.36714506149292,1,True,3
ExtraTreesGini,0.5168089162387948,0.5168089162387948,average_precision,0.2407057285308838,0.1720588207244873,4.317152738571167,0.2407057285308838,0.1720588207244873,4.317152738571167,1,True,6
ExtraTreesEntr,0.5137797592593617,0.5137797592593617,average_precision,0.30849361419677734,0.1733243465423584,4.250505447387695,0.30849361419677734,0.1733243465423584,4.250505447387695,1,True,7
XGBoost,0.5113767242542632,0.5113767242542632,average_precision,0.28539109230041504,0.3534379005432129,35.766390800476074,0.28539109230041504,0.3534379005432129,35.766390800476074,1,True,9
NeuralNetFastAI,0.47361447948050106,0.47361447948050106,average_precision,0.31237101554870605,0.44057297706604004,64.9814829826355,0.31237101554870605,0.44057297706604004,64.9814829826355,1,True,8
NeuralNetTorch,0.4442505390981889,0.4442505390981889,average_precision,0.17290759086608887,0.2014784812927246,69.42364883422852,0.17290759086608887,0.2014784812927246,69.42364883422852,1,True,10
