model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
RandomForestEntr_FULL,0.9961490197183894,,average_precision,0.18039512634277344,,12.74055552482605,0.18039512634277344,,12.74055552482605,1,True,16
RandomForestGini_FULL,0.9896899340299272,,average_precision,0.17324614524841309,,12.703075408935547,0.17324614524841309,,12.703075408935547,1,True,15
ExtraTreesGini_FULL,0.9792871823229087,,average_precision,0.21042132377624512,,1.3479244709014893,0.21042132377624512,,1.3479244709014893,1,True,18
ExtraTreesEntr_FULL,0.9664364526328852,,average_precision,0.2647700309753418,,1.3444669246673584,0.2647700309753418,,1.3444669246673584,1,True,19
LightGBMLarge_FULL,0.8799036104636122,,average_precision,0.018748998641967773,,3.8020195960998535,0.018748998641967773,,3.8020195960998535,1,True,23
CatBoost_FULL,0.7473026889773144,,average_precision,0.012385845184326172,,10.511990547180176,0.012385845184326172,,10.511990547180176,1,True,17
WeightedEnsemble_L2_FULL,0.718272573219466,,average_precision,0.5358023643493652,,67.60338973999023,0.004113912582397461,,0.6744105815887451,2,True,24
XGBoost_FULL,0.6759149647376289,,average_precision,0.016360759735107422,,0.6129810810089111,0.016360759735107422,,0.6129810810089111,1,True,21
LightGBMXT_FULL,0.6737558369613764,,average_precision,0.021517276763916016,,3.04144024848938,0.021517276763916016,,3.04144024848938,1,True,13
LightGBM_FULL,0.665797820877499,,average_precision,0.009620428085327148,,2.993173599243164,0.009620428085327148,,2.993173599243164,1,True,14
NeuralNetTorch_FULL,0.572470788895345,,average_precision,0.03712654113769531,,17.53908395767212,0.03712654113769531,,17.53908395767212,1,True,22
NeuralNetFastAI_FULL,0.5634190016668106,,average_precision,0.15115857124328613,,27.083823204040527,0.15115857124328613,,27.083823204040527,1,True,20
WeightedEnsemble_L2,0.5373697190533675,0.5373697190533675,average_precision,0.5247702598571777,0.4397103786468506,174.10840153694153,0.0041294097900390625,0.002955198287963867,0.6744105815887451,2,True,12
LightGBMXT,0.5248263066388603,0.5248263066388603,average_precision,0.03616595268249512,0.019745826721191406,7.159407615661621,0.03616595268249512,0.019745826721191406,7.159407615661621,1,True,1
CatBoost,0.5227559531643688,0.5227559531643688,average_precision,0.015724658966064453,0.007314205169677734,14.475691318511963,0.015724658966064453,0.007314205169677734,14.475691318511963,1,True,5
NeuralNetTorch,0.5215320141107935,0.5215320141107935,average_precision,0.03709697723388672,0.06971216201782227,62.672826290130615,0.03709697723388672,0.06971216201782227,62.672826290130615,1,True,10
LightGBMLarge,0.5184828965792478,0.5184828965792478,average_precision,0.019022464752197266,0.019080400466918945,11.487683534622192,0.019022464752197266,0.019080400466918945,11.487683534622192,1,True,11
LightGBM,0.517229582791631,0.517229582791631,average_precision,0.015366792678833008,0.010392904281616211,4.097064018249512,0.015366792678833008,0.010392904281616211,4.097064018249512,1,True,2
XGBoost,0.5131076711964555,0.5131076711964555,average_precision,0.016574621200561523,0.014345884323120117,1.3778340816497803,0.016574621200561523,0.014345884323120117,1.3778340816497803,1,True,9
NeuralNetFastAI,0.5089301173591178,0.5089301173591178,average_precision,0.15571260452270508,0.17853784561157227,70.97898459434509,0.15571260452270508,0.17853784561157227,70.97898459434509,1,True,8
RandomForestEntr,0.5087841037198308,0.5087841037198308,average_precision,0.1742243766784668,0.11772346496582031,10.969895362854004,0.1742243766784668,0.11772346496582031,10.969895362854004,1,True,4
ExtraTreesEntr,0.5049303207787734,0.5049303207787734,average_precision,0.2249767780303955,0.11762595176696777,1.1844995021820068,0.2249767780303955,0.11762595176696777,1.1844995021820068,1,True,7
ExtraTreesGini,0.5029570704483514,0.5029570704483514,average_precision,0.20582890510559082,0.11675858497619629,1.2608897686004639,0.20582890510559082,0.11675858497619629,1.2608897686004639,1,True,6
RandomForestGini,0.49707411916361416,0.49707411916361416,average_precision,0.1545085906982422,0.12694621086120605,10.028069019317627,0.1545085906982422,0.12694621086120605,10.028069019317627,1,True,3
